Abbreviation,GrandPrix,Year,Q1,Q2,Q3,Q1_gap,Q2_gap,Q3_gap
MSC,United States Grand Prix,2022,1:37.111,\N,\N,1.813999999999993,4.778329999999983,7.6688165999999995
LAT,United States Grand Prix,2022,1:37.244,\N,\N,1.9470000000000027,4.915319999999994,7.8085464000000115
VER,Mexico City Grand Prix,2022,1:19.222,1:18.566,1:17.775,0.05300000000001148,0.014000000000010004,0.0
RUS,Mexico City Grand Prix,2022,1:19.583,1:18.565,1:18.079,0.4140000000000015,0.01300000000000523,0.30400000000000205
HAM,Mexico City Grand Prix,2022,1:19.169,1:18.552,1:18.084,0.0,0.0,0.3089999999999975
PER,Mexico City Grand Prix,2022,1:19.706,1:18.615,1:18.128,0.5370000000000061,0.06300000000000239,0.35299999999999443
SAI,Mexico City Grand Prix,2022,1:19.566,1:18.560,1:18.351,0.39700000000000557,0.008000000000009777,0.5759999999999934
BOT,Mexico City Grand Prix,2022,1:19.523,1:18.762,1:18.401,0.3539999999999992,0.21000000000000796,0.6259999999999906
LEC,Mexico City Grand Prix,2022,1:19.505,1:19.109,1:18.555,0.3359999999999985,0.5570000000000164,0.7800000000000011
NOR,Mexico City Grand Prix,2022,1:19.857,1:19.119,1:18.721,0.6880000000000024,0.5670000000000073,0.945999999999998
ALO,Mexico City Grand Prix,2022,1:20.006,1:19.272,1:18.939,0.8370000000000033,0.7199999999999989,1.1639999999999873
OCO,Mexico City Grand Prix,2022,1:19.945,1:19.081,1:19.010,0.7759999999999962,0.5290000000000106,1.2349999999999994
RIC,Mexico City Grand Prix,2022,1:20.279,1:19.325,\N,1.1099999999999994,0.7730000000000103,3.136499999999998
ZHO,Mexico City Grand Prix,2022,1:20.283,1:19.476,\N,1.1140000000000043,0.9240000000000066,3.2905200000000008
TSU,Mexico City Grand Prix,2022,1:19.907,1:19.589,\N,0.7379999999999995,1.0370000000000061,3.405779999999993
GAS,Mexico City Grand Prix,2022,1:20.256,1:19.672,\N,1.0870000000000033,1.1200000000000045,3.4904399999999924
MAG,Mexico City Grand Prix,2022,1:20.293,1:19.833,\N,1.1240000000000094,1.281000000000006,3.6546599999999927
MSC,Mexico City Grand Prix,2022,1:20.419,\N,\N,1.25,4.279570000000007,6.713201399999988
VET,Mexico City Grand Prix,2022,1:20.419,\N,\N,1.25,4.279570000000007,6.713201399999988
STR,Mexico City Grand Prix,2022,1:20.520,\N,\N,1.350999999999999,4.383600000000001,6.8193119999999965
ALB,Mexico City Grand Prix,2022,1:20.859,\N,\N,1.690000000000012,4.732770000000016,7.175465400000007
LAT,Mexico City Grand Prix,2022,1:21.167,\N,\N,1.9980000000000047,5.0500100000000145,7.499050199999999
MAG,São Paulo Grand Prix,2022,1:13.954,1:11.410,1:11.674,0.8480000000000132,0.5289999999999964,0.0
VER,São Paulo Grand Prix,2022,1:13.625,1:10.881,1:11.877,0.5190000000000055,0.0,0.20299999999998875
RUS,São Paulo Grand Prix,2022,1:14.427,1:11.318,1:12.059,1.320999999999998,0.4369999999999976,0.3849999999999909
NOR,São Paulo Grand Prix,2022,1:13.106,1:11.377,1:12.263,0.0,0.4959999999999951,0.5889999999999986
SAI,São Paulo Grand Prix,2022,1:14.680,1:10.890,1:12.357,1.5740000000000123,0.009000000000000341,0.6829999999999927
OCO,São Paulo Grand Prix,2022,1:14.663,1:11.587,1:12.425,1.5570000000000022,0.7060000000000031,0.7509999999999906
ALO,São Paulo Grand Prix,2022,1:13.542,1:11.394,1:12.504,0.43600000000000705,0.5130000000000052,0.8299999999999983
HAM,São Paulo Grand Prix,2022,1:13.403,1:11.539,1:12.611,0.29700000000001125,0.6580000000000013,0.9369999999999976
PER,São Paulo Grand Prix,2022,1:13.613,1:11.456,1:15.601,0.507000000000005,0.5750000000000028,3.9269999999999925
LEC,São Paulo Grand Prix,2022,1:14.486,1:10.950,\N,1.3800000000000097,0.06900000000000261,0.6949999999999932
ALB,São Paulo Grand Prix,2022,1:14.324,1:11.631,\N,1.2180000000000035,0.75,1.3896199999999936
GAS,São Paulo Grand Prix,2022,1:14.371,1:11.675,\N,1.2650000000000006,0.7939999999999969,1.4344999999999857
VET,São Paulo Grand Prix,2022,1:13.597,1:11.678,\N,0.49099999999999966,0.796999999999997,1.4375599999999906
RIC,São Paulo Grand Prix,2022,1:14.931,1:12.140,\N,1.8250000000000028,1.2590000000000003,1.9087999999999994
LAT,São Paulo Grand Prix,2022,1:15.095,\N,\N,1.9890000000000043,6.466849999999994,7.2208069999999935
ZHO,São Paulo Grand Prix,2022,1:15.197,\N,\N,2.091000000000008,6.571910000000003,7.327968200000001
BOT,São Paulo Grand Prix,2022,1:15.486,\N,\N,2.3800000000000097,6.869579999999999,7.631591599999993
TSU,São Paulo Grand Prix,2022,1:16.264,\N,\N,3.1580000000000013,7.670919999999995,8.448958399999995
MSC,São Paulo Grand Prix,2022,1:16.361,\N,\N,3.2550000000000097,7.770830000000004,8.550866599999992
STR,São Paulo Grand Prix,2022,1:14.398,1:12.210,\N,1.2920000000000016,1.3290000000000077,1.9801999999999964
VER,Abu Dhabi Grand Prix,2022,1:24.754,1:24.622,1:23.824,0.0,0.20300000000000296,0.0
PER,Abu Dhabi Grand Prix,2022,1:24.820,1:24.419,1:24.052,0.06599999999998829,0.0,0.22799999999999443
LEC,Abu Dhabi Grand Prix,2022,1:25.211,1:24.517,1:24.092,0.45699999999999363,0.09799999999999898,0.2680000000000007
SAI,Abu Dhabi Grand Prix,2022,1:25.090,1:24.521,1:24.242,0.3359999999999985,0.10200000000000387,0.41800000000000637
HAM,Abu Dhabi Grand Prix,2022,1:25.594,1:24.774,1:24.508,0.8399999999999892,0.355000000000004,0.6839999999999975
RUS,Abu Dhabi Grand Prix,2022,1:25.545,1:24.940,1:24.511,0.7909999999999968,0.5210000000000008,0.6869999999999976
NOR,Abu Dhabi Grand Prix,2022,1:25.387,1:24.903,1:24.769,0.6329999999999956,0.48399999999999466,0.9450000000000074
OCO,Abu Dhabi Grand Prix,2022,1:25.735,1:25.007,1:24.830,0.9809999999999945,0.5880000000000081,1.0060000000000002
VET,Abu Dhabi Grand Prix,2022,1:25.523,1:24.974,1:24.961,0.7689999999999912,0.5550000000000068,1.1370000000000005
RIC,Abu Dhabi Grand Prix,2022,1:25.766,1:25.068,1:25.045,1.0119999999999862,0.6490000000000009,1.2210000000000036
ALO,Abu Dhabi Grand Prix,2022,1:25.782,1:25.096,\N,1.0279999999999916,0.6770000000000067,2.973920000000007
TSU,Abu Dhabi Grand Prix,2022,1:25.630,1:25.219,\N,0.8759999999999906,0.7999999999999972,3.0993799999999965
MSC,Abu Dhabi Grand Prix,2022,1:25.711,1:25.225,\N,0.9569999999999936,0.8059999999999974,3.105499999999992
STR,Abu Dhabi Grand Prix,2022,1:25.741,1:25.359,\N,0.9869999999999948,0.9400000000000119,3.242180000000019
ZHO,Abu Dhabi Grand Prix,2022,1:25.594,1:25.408,\N,0.8399999999999892,0.9890000000000043,3.2921600000000097
MAG,Abu Dhabi Grand Prix,2022,1:25.834,\N,\N,1.0799999999999983,3.9900200000000154,6.35320040000002
GAS,Abu Dhabi Grand Prix,2022,1:25.859,\N,\N,1.105000000000004,4.015770000000018,6.379465400000015
BOT,Abu Dhabi Grand Prix,2022,1:25.892,\N,\N,1.137999999999991,4.049760000000006,6.414135200000004
ALB,Abu Dhabi Grand Prix,2022,1:26.028,\N,\N,1.2739999999999867,4.189840000000004,6.5570167999999995
LAT,Abu Dhabi Grand Prix,2022,1:26.054,\N,\N,1.2999999999999972,4.216620000000006,6.584332400000008
VER,Bahrain Grand Prix,2023,1:31.295,1:30.503,1:29.708,0.3020000000000067,0.22100000000000364,0.0
PER,Bahrain Grand Prix,2023,1:31.479,1:30.746,1:29.846,0.4860000000000042,0.46399999999999864,0.13800000000000523
LEC,Bahrain Grand Prix,2023,1:31.094,1:30.282,1:30.000,0.10099999999999909,0.0,0.2920000000000016
SAI,Bahrain Grand Prix,2023,1:30.993,1:30.515,1:30.154,0.0,0.2330000000000041,0.44599999999999795
ALO,Bahrain Grand Prix,2023,1:31.158,1:30.645,1:30.336,0.16500000000000625,0.36299999999999955,0.6280000000000001
RUS,Bahrain Grand Prix,2023,1:31.057,1:30.507,1:30.340,0.06400000000000716,0.22500000000000853,0.632000000000005
HAM,Bahrain Grand Prix,2023,1:31.543,1:30.513,1:30.384,0.5500000000000114,0.23100000000000875,0.6760000000000019
STR,Bahrain Grand Prix,2023,1:31.184,1:31.127,1:30.836,0.1910000000000025,0.8449999999999989,1.1280000000000001
OCO,Bahrain Grand Prix,2023,1:31.508,1:30.914,1:30.984,0.5150000000000006,0.632000000000005,1.2760000000000105
HUL,Bahrain Grand Prix,2023,1:31.204,1:30.809,\N,0.21100000000001273,0.527000000000001,2.917180000000002
NOR,Bahrain Grand Prix,2023,1:31.652,1:31.381,\N,0.659000000000006,1.0990000000000038,3.500619999999998
BOT,Bahrain Grand Prix,2023,1:31.504,1:31.443,\N,0.5110000000000099,1.1610000000000014,3.5638600000000054
ZHO,Bahrain Grand Prix,2023,1:31.615,1:31.473,\N,0.6219999999999999,1.1910000000000025,3.594459999999998
TSU,Bahrain Grand Prix,2023,1:31.400,1:32.510,\N,0.4070000000000107,2.2279999999999944,4.6521999999999935
ALB,Bahrain Grand Prix,2023,1:31.461,\N,\N,0.4680000000000035,3.9228300000000047,6.380926600000009
SAR,Bahrain Grand Prix,2023,1:31.652,\N,\N,0.659000000000006,4.119560000000007,6.581591200000005
MAG,Bahrain Grand Prix,2023,1:31.892,\N,\N,0.8990000000000009,4.366759999999999,6.8337351999999925
PIA,Bahrain Grand Prix,2023,1:32.101,\N,\N,1.108000000000004,4.582030000000003,7.053310600000003
DEV,Bahrain Grand Prix,2023,1:32.121,\N,\N,1.1280000000000143,4.602630000000019,7.074322600000016
GAS,Bahrain Grand Prix,2023,1:32.181,\N,\N,1.1880000000000024,4.66443000000001,7.137358600000013
PER,Saudi Arabian Grand Prix,2023,1:29.244,1:28.635,1:28.265,0.4830000000000041,0.0,0.0
LEC,Saudi Arabian Grand Prix,2023,1:29.376,1:28.903,1:28.420,0.6150000000000091,0.26799999999998647,0.15500000000000114
ALO,Saudi Arabian Grand Prix,2023,1:29.298,1:28.757,1:28.730,0.5370000000000061,0.12199999999999989,0.4650000000000034
RUS,Saudi Arabian Grand Prix,2023,1:29.592,1:29.132,1:28.857,0.8310000000000031,0.4969999999999999,0.5919999999999987
SAI,Saudi Arabian Grand Prix,2023,1:29.411,1:28.957,1:28.931,0.6500000000000057,0.3219999999999885,0.6659999999999968
STR,Saudi Arabian Grand Prix,2023,1:29.335,1:28.962,1:28.945,0.5740000000000123,0.3269999999999982,0.6799999999999926
OCO,Saudi Arabian Grand Prix,2023,1:29.707,1:29.255,1:29.078,0.945999999999998,0.6199999999999903,0.8130000000000024
HAM,Saudi Arabian Grand Prix,2023,1:29.689,1:29.374,1:29.223,0.9279999999999973,0.7389999999999901,0.9579999999999984
PIA,Saudi Arabian Grand Prix,2023,1:29.706,1:29.378,1:29.243,0.9450000000000074,0.742999999999995,0.9779999999999944
GAS,Saudi Arabian Grand Prix,2023,1:29.890,1:29.411,1:29.357,1.1290000000000049,0.7759999999999962,1.0919999999999987
HUL,Saudi Arabian Grand Prix,2023,1:29.547,1:29.451,\N,0.7860000000000014,0.8159999999999883,2.9750200000000007
ZHO,Saudi Arabian Grand Prix,2023,1:29.654,1:29.461,\N,0.8930000000000007,0.8259999999999934,2.985219999999998
MAG,Saudi Arabian Grand Prix,2023,1:29.744,1:29.634,\N,0.9830000000000041,0.9989999999999952,3.161680000000004
BOT,Saudi Arabian Grand Prix,2023,1:29.929,1:29.668,\N,1.1680000000000064,1.0330000000000013,3.1963600000000127
VER,Saudi Arabian Grand Prix,2023,1:28.761,1:49.953,\N,0.0,21.317999999999998,23.887060000000005
TSU,Saudi Arabian Grand Prix,2023,1:29.939,\N,\N,1.1779999999999973,4.0021699999999925,6.2249134000000055
ALB,Saudi Arabian Grand Prix,2023,1:29.994,\N,\N,1.233000000000004,4.058819999999997,6.282696400000006
DEV,Saudi Arabian Grand Prix,2023,1:30.244,\N,\N,1.483000000000004,4.31631999999999,6.5453464
NOR,Saudi Arabian Grand Prix,2023,1:30.447,\N,\N,1.686000000000007,4.525409999999994,6.758618200000001
SAR,Saudi Arabian Grand Prix,2023,2:08.510,\N,\N,39.748999999999995,43.730299999999986,46.747606000000005
VER,Australian Grand Prix,2023,1:17.384,1:17.056,1:16.732,0.0,0.0,0.0
RUS,Australian Grand Prix,2023,1:17.654,1:17.513,1:16.968,0.269999999999996,0.45700000000000784,0.2360000000000042
HAM,Australian Grand Prix,2023,1:17.689,1:17.551,1:17.104,0.3049999999999926,0.49500000000000455,0.3719999999999999
ALO,Australian Grand Prix,2023,1:17.832,1:17.283,1:17.139,0.4479999999999933,0.22700000000000387,0.4069999999999965
SAI,Australian Grand Prix,2023,1:17.928,1:17.349,1:17.270,0.5439999999999969,0.29300000000000637,0.5379999999999967
STR,Australian Grand Prix,2023,1:17.873,1:17.616,1:17.308,0.4890000000000043,0.5600000000000023,0.5759999999999934
LEC,Australian Grand Prix,2023,1:18.218,1:17.390,1:17.369,0.8340000000000032,0.3340000000000032,0.6370000000000005
ALB,Australian Grand Prix,2023,1:17.962,1:17.761,1:17.609,0.578000000000003,0.7049999999999983,0.8770000000000095
GAS,Australian Grand Prix,2023,1:18.312,1:17.574,1:17.675,0.9279999999999973,0.5180000000000007,0.9429999999999978
HUL,Australian Grand Prix,2023,1:18.029,1:17.412,1:17.735,0.644999999999996,0.35600000000000875,1.0030000000000001
OCO,Australian Grand Prix,2023,1:17.770,1:17.768,\N,0.3859999999999957,0.7120000000000033,2.5913600000000088
TSU,Australian Grand Prix,2023,1:18.471,1:18.099,\N,1.0870000000000033,1.0430000000000064,2.92898000000001
NOR,Australian Grand Prix,2023,1:18.243,1:18.119,\N,0.8589999999999947,1.0630000000000024,2.949380000000005
MAG,Australian Grand Prix,2023,1:18.159,1:18.129,\N,0.7749999999999915,1.0730000000000075,2.9595800000000025
DEV,Australian Grand Prix,2023,1:18.450,1:18.335,\N,1.0660000000000025,1.2790000000000106,3.169700000000006
PIA,Australian Grand Prix,2023,1:18.517,\N,\N,1.1329999999999956,3.816509999999994,5.757960199999999
ZHO,Australian Grand Prix,2023,1:18.540,\N,\N,1.1559999999999917,3.840199999999996,5.782123999999996
SAR,Australian Grand Prix,2023,1:18.557,\N,\N,1.1730000000000018,3.8577100000000115,5.7999842000000115
BOT,Australian Grand Prix,2023,1:18.714,\N,\N,1.3299999999999983,4.019419999999997,5.964928399999991
PER,Australian Grand Prix,2023,\N,\N,\N,9.75699999999999,11.13127,12.593877800000001
LEC,Azerbaijan Grand Prix,2023,1:41.269,1:41.037,1:40.203,14.128000000000014,12.849730000000008,10.877122200000002
VER,Azerbaijan Grand Prix,2023,1:41.398,1:40.822,1:40.391,14.257000000000005,12.634730000000005,11.06512219999999
PER,Azerbaijan Grand Prix,2023,1:41.756,1:41.131,1:40.495,14.615000000000009,12.943730000000002,11.169122200000004
SAI,Azerbaijan Grand Prix,2023,1:42.197,1:41.369,1:41.016,15.056000000000012,13.181730000000002,11.69012219999999
HAM,Azerbaijan Grand Prix,2023,1:42.113,1:41.650,1:41.177,14.972000000000008,13.462730000000008,11.851122199999992
ALO,Azerbaijan Grand Prix,2023,1:41.720,1:41.370,1:41.253,14.579000000000008,13.182730000000006,11.9271222
NOR,Azerbaijan Grand Prix,2023,1:42.154,1:41.485,1:41.281,15.013000000000005,13.297730000000001,11.955122200000005
TSU,Azerbaijan Grand Prix,2023,1:42.234,1:41.569,1:41.581,15.093000000000018,13.381730000000005,12.255122200000002
STR,Azerbaijan Grand Prix,2023,1:42.524,1:41.576,1:41.611,15.38300000000001,13.388729999999995,12.28512219999999
PIA,Azerbaijan Grand Prix,2023,1:42.455,1:41.636,1:41.611,15.314000000000007,13.448729999999998,12.28512219999999
RUS,Azerbaijan Grand Prix,2023,1:42.073,1:41.654,\N,14.932000000000016,13.466729999999998,14.361202199999994
OCO,Azerbaijan Grand Prix,2023,1:42.622,1:41.798,\N,15.481000000000009,13.610730000000004,14.508082200000004
ALB,Azerbaijan Grand Prix,2023,1:42.171,1:41.818,\N,15.030000000000001,13.63073,14.5284822
BOT,Azerbaijan Grand Prix,2023,1:42.582,1:42.259,\N,15.441000000000003,14.071730000000002,14.978302200000002
SAR,Azerbaijan Grand Prix,2023,1:42.242,1:42.395,\N,15.100999999999999,14.207730000000012,15.117022200000008
ZHO,Azerbaijan Grand Prix,2023,1:42.642,\N,\N,15.501000000000005,17.533990000000003,18.5098074
HUL,Azerbaijan Grand Prix,2023,1:42.755,\N,\N,15.614000000000004,17.65038,18.6285252
MAG,Azerbaijan Grand Prix,2023,1:43.417,\N,\N,16.27600000000001,18.332240000000013,19.32402240000002
GAS,Azerbaijan Grand Prix,2023,1:44.853,\N,\N,17.712000000000018,19.81132000000001,20.832684000000015
DEV,Azerbaijan Grand Prix,2023,\N,\N,\N,0.0,0.0,0.0
PER,Miami Grand Prix,2023,1:27.713,1:27.328,1:26.841,0.3499999999999943,0.51400000000001,0.0
ALO,Miami Grand Prix,2023,1:28.179,1:27.097,1:27.202,0.8160000000000025,0.28300000000001546,0.36099999999999
SAI,Miami Grand Prix,2023,1:27.686,1:27.148,1:27.349,0.3230000000000075,0.3340000000000032,0.5079999999999956
MAG,Miami Grand Prix,2023,1:27.809,1:27.673,1:27.767,0.44599999999999795,0.8590000000000089,0.9259999999999877
GAS,Miami Grand Prix,2023,1:28.061,1:27.612,1:27.786,0.6980000000000075,0.7980000000000018,0.9449999999999932
RUS,Miami Grand Prix,2023,1:28.086,1:27.743,1:27.804,0.722999999999999,0.929000000000002,0.9629999999999939
LEC,Miami Grand Prix,2023,1:27.713,1:26.964,1:27.861,0.3499999999999943,0.15000000000000568,1.019999999999996
OCO,Miami Grand Prix,2023,1:27.872,1:27.444,1:27.935,0.5090000000000003,0.6300000000000097,1.093999999999994
VER,Miami Grand Prix,2023,1:27.363,1:26.814,\N,0.0,0.0,1.7092799999999926
BOT,Miami Grand Prix,2023,1:27.864,1:27.564,\N,0.5010000000000048,0.75,2.474279999999993
ALB,Miami Grand Prix,2023,1:28.234,1:27.795,\N,0.8710000000000093,0.9810000000000088,2.7098999999999904
HUL,Miami Grand Prix,2023,1:27.945,1:27.903,\N,0.5819999999999936,1.0889999999999986,2.820059999999984
HAM,Miami Grand Prix,2023,1:27.846,1:27.975,\N,0.4830000000000041,1.1610000000000014,2.893499999999989
ZHO,Miami Grand Prix,2023,1:28.180,1:28.091,\N,0.8170000000000073,1.2770000000000152,3.01182
DEV,Miami Grand Prix,2023,1:28.325,1:28.395,\N,0.9620000000000033,1.581000000000003,3.321899999999985
NOR,Miami Grand Prix,2023,1:28.394,\N,\N,1.031000000000006,4.231820000000013,6.0257363999999995
TSU,Miami Grand Prix,2023,1:28.429,\N,\N,1.0660000000000025,4.267870000000016,6.062507400000001
STR,Miami Grand Prix,2023,1:28.476,\N,\N,1.1129999999999995,4.316280000000006,6.111885599999994
PIA,Miami Grand Prix,2023,1:28.484,\N,\N,1.1210000000000093,4.324520000000021,6.120290400000002
SAR,Miami Grand Prix,2023,1:28.577,\N,\N,1.2139999999999986,4.420310000000001,6.2179961999999875
VER,Monaco Grand Prix,2023,1:12.386,1:11.908,1:11.365,0.0,0.0,0.0
ALO,Monaco Grand Prix,2023,1:12.886,1:12.107,1:11.449,0.5,0.19899999999999807,0.08400000000000318
LEC,Monaco Grand Prix,2023,1:12.912,1:12.103,1:11.471,0.5260000000000105,0.19499999999999318,0.10600000000000875
OCO,Monaco Grand Prix,2023,1:12.967,1:12.248,1:11.553,0.5810000000000031,0.3400000000000034,0.1880000000000024
SAI,Monaco Grand Prix,2023,1:12.717,1:12.210,1:11.630,0.33100000000000307,0.3020000000000067,0.26500000000000057
HAM,Monaco Grand Prix,2023,1:12.872,1:12.156,1:11.725,0.4860000000000042,0.24800000000000466,0.35999999999999943
GAS,Monaco Grand Prix,2023,1:13.033,1:12.169,1:11.933,0.6470000000000056,0.2609999999999957,0.5679999999999978
RUS,Monaco Grand Prix,2023,1:12.769,1:12.151,1:11.964,0.3830000000000098,0.242999999999995,0.5990000000000038
TSU,Monaco Grand Prix,2023,1:12.642,1:12.249,1:12.082,0.2560000000000002,0.340999999999994,0.7169999999999987
NOR,Monaco Grand Prix,2023,1:12.877,1:12.377,1:12.254,0.49099999999999966,0.4689999999999941,0.88900000000001
PIA,Monaco Grand Prix,2023,1:13.006,1:12.395,\N,0.6200000000000045,0.48699999999999477,2.4779000000000053
DEV,Monaco Grand Prix,2023,1:13.054,1:12.428,\N,0.6680000000000064,0.519999999999996,2.511560000000003
ALB,Monaco Grand Prix,2023,1:12.706,1:12.527,\N,0.3200000000000074,0.6189999999999998,2.61254000000001
STR,Monaco Grand Prix,2023,1:12.722,1:12.623,\N,0.3359999999999985,0.7150000000000034,2.710460000000012
BOT,Monaco Grand Prix,2023,1:13.038,1:12.625,\N,0.652000000000001,0.7169999999999987,2.7125000000000057
SAR,Monaco Grand Prix,2023,1:13.113,\N,\N,0.7270000000000039,3.3983900000000062,5.447517800000014
MAG,Monaco Grand Prix,2023,1:13.270,\N,\N,0.8840000000000003,3.5600999999999914,5.612461999999994
HUL,Monaco Grand Prix,2023,1:13.279,\N,\N,0.8930000000000007,3.569369999999992,5.621917400000001
ZHO,Monaco Grand Prix,2023,1:13.523,\N,\N,1.1370000000000005,3.820689999999999,5.878263800000013
PER,Monaco Grand Prix,2023,1:13.850,\N,\N,1.4639999999999986,4.157499999999999,6.221810000000005
VER,Spanish Grand Prix,2023,1:13.615,1:12.760,1:12.272,0.6779999999999973,0.0,0.0
SAI,Spanish Grand Prix,2023,1:13.411,1:12.790,1:12.734,0.47400000000000375,0.029999999999986926,0.4619999999999891
NOR,Spanish Grand Prix,2023,1:13.295,1:12.776,1:12.792,0.3580000000000041,0.015999999999991132,0.519999999999996
GAS,Spanish Grand Prix,2023,1:13.471,1:13.186,1:12.816,0.534000000000006,0.42600000000000193,0.5439999999999969
HAM,Spanish Grand Prix,2023,1:12.937,1:12.999,1:12.818,0.0,0.2389999999999901,0.5459999999999923
STR,Spanish Grand Prix,2023,1:13.766,1:13.082,1:12.994,0.8290000000000077,0.3219999999999885,0.7219999999999942
OCO,Spanish Grand Prix,2023,1:13.433,1:13.001,1:13.083,0.4959999999999951,0.24099999999999966,0.8109999999999928
HUL,Spanish Grand Prix,2023,1:13.420,1:13.283,1:13.229,0.4830000000000041,0.5229999999999961,0.9569999999999936
ALO,Spanish Grand Prix,2023,1:13.747,1:13.098,1:13.507,0.8100000000000023,0.33799999999999386,1.2349999999999994
PIA,Spanish Grand Prix,2023,1:13.691,1:13.059,1:13.682,0.7540000000000049,0.2989999999999924,1.4099999999999966
PER,Spanish Grand Prix,2023,1:13.874,1:13.334,\N,0.9369999999999976,0.5739999999999981,2.5286799999999943
RUS,Spanish Grand Prix,2023,1:13.326,1:13.447,\N,0.3889999999999958,0.6869999999999976,2.6439400000000006
ZHO,Spanish Grand Prix,2023,1:13.677,1:13.521,\N,0.7399999999999949,0.7609999999999957,2.7194199999999995
DEV,Spanish Grand Prix,2023,1:13.581,1:14.083,\N,0.6440000000000055,1.3229999999999933,3.292659999999998
TSU,Spanish Grand Prix,2023,1:13.862,1:14.477,\N,0.9249999999999972,1.7169999999999987,3.6945400000000035
BOT,Spanish Grand Prix,2023,1:13.977,\N,\N,1.0400000000000063,3.436310000000006,5.448236200000011
MAG,Spanish Grand Prix,2023,1:14.042,\N,\N,1.105000000000004,3.5032599999999974,5.516525200000004
ALB,Spanish Grand Prix,2023,1:14.063,\N,\N,1.1260000000000048,3.524889999999999,5.538587800000002
LEC,Spanish Grand Prix,2023,1:14.079,\N,\N,1.1420000000000101,3.5413700000000006,5.555397400000004
SAR,Spanish Grand Prix,2023,1:14.699,\N,\N,1.7620000000000005,4.179969999999997,6.206769399999999
VER,Canadian Grand Prix,2023,1:20.851,1:19.092,1:25.858,0.0,0.36700000000000443,5.558500000000009
HUL,Canadian Grand Prix,2023,1:22.730,1:20.305,1:27.102,1.8790000000000049,1.5800000000000125,6.802500000000009
ALO,Canadian Grand Prix,2023,1:21.481,1:19.776,1:27.286,0.6299999999999955,1.051000000000002,6.986500000000007
HAM,Canadian Grand Prix,2023,1:21.554,1:20.426,1:27.627,0.703000000000003,1.7010000000000076,7.327500000000001
RUS,Canadian Grand Prix,2023,1:21.798,1:20.098,1:27.893,0.9470000000000027,1.3730000000000047,7.593500000000006
OCO,Canadian Grand Prix,2023,1:22.114,1:20.406,1:27.945,1.2630000000000052,1.6810000000000116,7.645499999999998
NOR,Canadian Grand Prix,2023,1:21.998,1:19.347,1:28.046,1.1470000000000056,0.6220000000000141,7.7464999999999975
SAI,Canadian Grand Prix,2023,1:22.248,1:19.856,1:29.294,1.3970000000000056,1.1310000000000002,8.994500000000002
PIA,Canadian Grand Prix,2023,1:22.190,1:19.659,1:31.349,1.3389999999999986,0.9339999999999975,11.049500000000009
ALB,Canadian Grand Prix,2023,1:21.938,1:18.725,\N,1.0870000000000033,0.0,0.0
LEC,Canadian Grand Prix,2023,1:21.843,1:20.615,\N,0.9920000000000044,1.8900000000000006,1.9278000000000048
PER,Canadian Grand Prix,2023,1:22.151,1:20.959,\N,1.2999999999999972,2.234000000000009,2.2786800000000085
STR,Canadian Grand Prix,2023,1:22.677,1:21.484,\N,1.8259999999999934,2.7590000000000146,2.8141800000000217
MAG,Canadian Grand Prix,2023,1:22.351,1:21.678,\N,1.5,2.953000000000003,3.0120600000000053
BOT,Canadian Grand Prix,2023,1:22.332,1:21.821,\N,1.4809999999999945,3.0960000000000036,3.1579200000000043
TSU,Canadian Grand Prix,2023,1:22.746,\N,\N,1.894999999999996,6.503380000000007,6.633447600000011
GAS,Canadian Grand Prix,2023,1:22.886,\N,\N,2.0349999999999966,6.647580000000005,6.780531600000003
DEV,Canadian Grand Prix,2023,1:23.137,\N,\N,2.2860000000000014,6.906110000000012,7.04423220000001
SAR,Canadian Grand Prix,2023,1:23.337,\N,\N,2.486000000000004,7.1121100000000155,7.254352200000014
ZHO,Canadian Grand Prix,2023,1:23.342,\N,\N,2.4909999999999997,7.117260000000002,7.259605199999996
VER,Austrian Grand Prix,2023,1:05.116,1:04.951,1:04.391,0.0,0.0,0.0
LEC,Austrian Grand Prix,2023,1:05.577,1:05.087,1:04.439,0.4609999999999985,0.1360000000000099,0.04799999999998761
SAI,Austrian Grand Prix,2023,1:05.339,1:04.975,1:04.581,0.22299999999999898,0.02400000000000091,0.18999999999999773
NOR,Austrian Grand Prix,2023,1:05.617,1:05.038,1:04.658,0.5010000000000048,0.0870000000000033,0.2669999999999959
HAM,Austrian Grand Prix,2023,1:05.673,1:05.188,1:04.819,0.5570000000000022,0.23700000000000898,0.42799999999999727
STR,Austrian Grand Prix,2023,1:05.710,1:05.121,1:04.893,0.5939999999999941,0.1700000000000017,0.5019999999999953
ALO,Austrian Grand Prix,2023,1:05.655,1:05.181,1:04.911,0.5390000000000015,0.23000000000000398,0.519999999999996
HUL,Austrian Grand Prix,2023,1:05.740,1:05.362,1:05.090,0.6239999999999952,0.41100000000000136,0.6989999999999981
GAS,Austrian Grand Prix,2023,1:05.515,1:05.308,1:05.170,0.3990000000000009,0.3569999999999993,0.7789999999999964
ALB,Austrian Grand Prix,2023,1:05.673,1:05.387,1:05.823,0.5570000000000022,0.43600000000000705,1.4320000000000022
RUS,Austrian Grand Prix,2023,1:05.686,1:05.428,\N,0.5700000000000074,0.47700000000000387,2.345559999999992
